,Unnamed: 0,reject,pvals,pvals_corrected,tstats,effectsize,alpha,alpha_corrected,step,dimension_step
0,0,False,0.9998522183519248,1.0,-3.7522245614934895,-0.5319830105526675,0.05,0.025,0,1-2
1,1,False,0.9999999999974708,1.0,-7.848562016554511,-1.112753669629543,0.05,0.025,1,2-3
0,0,False,0.8876462287654769,1.0,-1.2217390034120403,-0.173215750415017,0.05,0.025,0,1-2
1,1,False,0.999999993054948,1.0,-6.186842920940154,-0.8771584080213406,0.05,0.025,1,2-3
0,0,False,0.9977990170439208,1.0,-2.914756213776429,-0.4132483971094462,0.05,0.025,0,1-2
1,1,False,0.999999999999358,1.0,-8.126725801898374,-1.1521911834373666,0.05,0.025,1,2-3
0,0,False,1.0,1.0,-10.99905206572662,-1.559423945783725,0.05,0.025,0,1-2
1,1,False,0.9999999975268212,1.0,-6.41116650796332,-0.9089625645175228,0.05,0.025,1,2-3
0,0,False,0.9999457837145618,1.0,-4.032918324854976,-0.5717792196625419,0.05,0.025,0,1-2
1,1,False,0.9999999864665968,1.0,-6.040189426328237,-0.8563661643021471,0.05,0.025,1,2-3
0,0,False,0.9999999999992648,1.0,-8.099245165604687,-1.1482950329304258,0.05,0.025,0,1-2
1,1,False,0.9999977791987138,1.0,-4.858235467895445,-0.6887910592312907,0.05,0.025,1,2-3
0,0,False,0.9999999999023844,1.0,-7.096386887119881,-1.006111760740111,0.05,0.025,0,1-2
1,1,False,0.9999952426810174,1.0,-4.669237474403887,-0.6619952958332618,0.05,0.025,1,2-3
0,0,False,0.9999999999999986,1.0,-9.346093702692498,-1.3250707635916923,0.05,0.025,0,1-2
1,1,False,0.9999999999822192,1.0,-7.449348490033477,-1.0561539618531313,0.05,0.025,1,2-3
0,0,False,0.9996120456276578,1.0,-3.468634255292625,-0.4917761353020455,0.05,0.025,0,1-2
1,1,False,0.9999999999998608,1.0,-8.43489675803087,-1.1958830548383166,0.05,0.025,1,2-3
0,0,False,0.9999997337084344,1.0,-5.365037607785871,-0.7606444687793936,0.05,0.025,0,1-2
1,1,False,0.9999999994724392,1.0,-6.741574365627412,-0.9558071400352628,0.05,0.025,1,2-3
0,0,False,0.9999999999868968,1.0,-7.512157829349877,-1.0650589463157516,0.05,0.025,0,1-2
1,1,False,0.9999989939381588,1.0,-5.050521443455191,-0.716052986253221,0.05,0.025,1,2-3
0,0,False,0.9999999920854168,1.0,-6.158227749572644,-0.8731014053654257,0.05,0.025,0,1-2
1,1,False,0.9999996993470368,1.0,-5.336710480733418,-0.7566283044793355,0.05,0.025,1,2-3
0,0,False,0.9999999999993616,1.0,-8.127824981301346,-1.1523470229289396,0.05,0.025,0,1-2
1,1,False,0.9999999999970496,1.0,-7.817195417076972,-1.1083065749134904,0.05,0.025,1,2-3
0,0,False,1.0,1.0,-9.856453047445353,-1.39742850664139,0.05,0.025,0,1-2
1,1,False,0.9999991515207566,1.0,-5.091382223111543,-0.7218461471418816,0.05,0.025,1,2-3
0,0,False,0.9999999993584556,1.0,-6.700055360994789,-0.9499206573054492,0.05,0.025,0,1-2
1,1,False,0.9999946215291832,1.0,-4.638392611995936,-0.6576221719716843,0.05,0.025,1,2-3
0,0,False,0.9999999999999004,1.0,-8.502181176564392,-1.205422507221332,0.05,0.025,0,1-2
1,1,False,0.9999979483412412,1.0,-4.877655689183469,-0.6915444199689247,0.05,0.025,1,2-3
0,0,False,0.9999999999990946,1.0,-8.057129810820143,-1.1423240008502304,0.05,0.025,0,1-2
1,1,False,0.9999998159897764,1.0,-5.450858385053042,-0.7728119696073259,0.05,0.025,1,2-3
0,0,False,1.0,1.0,-10.757544894113243,-1.5251835344971985,0.05,0.025,0,1-2
1,1,False,0.9999867783422336,1.0,-4.408599682061425,-0.6250425828061514,0.05,0.025,1,2-3
0,0,False,0.999999999999892,1.0,-8.485860950244508,-1.2031086576666836,0.05,0.025,0,1-2
1,1,False,0.9999996601660676,1.0,-5.308042818296093,-0.7525638597428921,0.05,0.025,1,2-3
0,0,False,0.9999999999672702,1.0,-7.323405242382388,-1.038297976171523,0.05,0.025,0,1-2
1,1,False,0.9999999996791862,1.0,-6.84677167744679,-0.9707218077814398,0.05,0.025,1,2-3
0,0,False,0.9999999995537722,1.0,-6.777045018088399,-0.960836099302816,0.05,0.025,0,1-2
1,1,False,0.999999994756088,1.0,-6.248190325037092,-0.8858561221869581,0.05,0.025,1,2-3
0,0,False,0.9999999985589102,1.0,-6.5273405725341584,-0.925433494656612,0.05,0.025,0,1-2
1,1,False,0.999947719488074,1.0,-4.042862867871446,-0.5731891373915508,0.05,0.025,1,2-3
0,0,False,0.9999999999951024,1.0,-7.713798009698406,-1.0936470940750898,0.05,0.025,0,1-2
1,1,False,0.9999994788982568,1.0,-5.207388519731586,-0.7382932914712265,0.05,0.025,1,2-3
0,0,False,0.9999899955720644,1.0,-4.480564238843961,-0.6352455759753619,0.05,0.025,0,1-2
1,1,False,0.9999999892351548,1.0,-6.090663693160983,-0.863522306474628,0.05,0.025,1,2-3
0,0,False,0.999999997552504,1.0,-6.413419100954776,-0.9092819327167084,0.05,0.025,0,1-2
1,1,False,0.999999999822874,1.0,-6.971728464702895,-0.9884379350504948,0.05,0.025,1,2-3
0,0,False,0.9999999999999992,1.0,-9.44152468097497,-1.3386007797979955,0.05,0.025,0,1-2
1,1,False,0.9999999963584966,1.0,-6.327468270745144,-0.8970959932386561,0.05,0.025,1,2-3
0,0,False,0.9999999999999282,1.0,-8.567818646753684,-1.2147284585107887,0.05,0.025,0,1-2
1,1,False,0.9999997503717402,1.0,-5.380090044800335,-0.7627785736624771,0.05,0.025,1,2-3
0,0,False,0.9999999999999756,1.0,-8.784008828471988,-1.2453794768167543,0.05,0.025,0,1-2
1,1,False,0.9999999987592104,1.0,-6.559398155141728,-0.92997855560036,0.05,0.025,1,2-3
0,0,False,0.999999999998938,1.0,-8.02480331975422,-1.1377408145947123,0.05,0.025,0,1-2
1,1,False,0.9998117772318228,1.0,-3.682494408258659,-0.5220968067191211,0.05,0.025,1,2-3
0,0,False,0.9999995426899289,1.0,-5.238238215687084,-0.7426671006236585,0.05,0.025,0,1-2
1,1,False,0.9999999993835452,1.0,-6.70852977723491,-0.9511221433546484,0.05,0.025,1,2-3
0,0,False,0.9999999999999184,1.0,-8.542158812531484,-1.211090457736556,0.05,0.025,0,1-2
1,1,False,0.9999999961838544,1.0,-6.3173059392605015,-0.8956551978894346,0.05,0.025,1,2-3
0,0,False,0.9999999999999982,1.0,-9.300444712408671,-1.3185987396278034,0.05,0.025,0,1-2
1,1,False,0.9999999999999792,1.0,-8.816436144143333,-1.249976957786315,0.05,0.025,1,2-3
0,0,False,0.9999999999999932,1.0,-9.039829095286258,-1.2816491705597306,0.05,0.025,0,1-2
1,1,False,0.9999999999032227,1.0,-7.098187295619415,-1.0063670191123408,0.05,0.025,1,2-3
0,0,False,0.99999998976765,1.0,-6.10182841616788,-0.8651052189202605,0.05,0.025,0,1-2
1,1,False,0.9999999959710992,1.0,-6.305528619213529,-0.893985432641606,0.05,0.025,1,2-3
0,0,False,0.9999999959310308,1.0,-6.30337944262618,-0.8936807266165774,0.05,0.025,0,1-2
1,1,False,0.9999999999993902,1.0,-8.137070130454616,-1.1536577819730645,0.05,0.025,1,2-3
0,0,False,0.9999999999472436,1.0,-7.224468531705999,-1.0242709241288663,0.05,0.025,0,1-2
1,1,False,0.9999999998487862,1.0,-7.004884527625542,-0.9931387363705102,0.05,0.025,1,2-3
0,0,False,0.9999999461776684,1.0,-5.73183269975537,-0.8126479547339257,0.05,0.025,0,1-2
1,1,False,0.9999999999946976,1.0,-7.697575837128607,-1.0913471463880695,0.05,0.025,1,2-3
0,0,False,0.9999996974442285,1.0,-5.33523591130934,-0.7564192429296777,0.05,0.025,0,1-2
1,1,False,0.9999999919032172,1.0,-6.153238489623247,-0.8723940379131818,0.05,0.025,1,2-3
0,0,False,0.9999416456313682,1.0,-4.012753269332735,-0.5689202577936888,0.05,0.025,0,1-2
1,1,False,0.9999999897839804,1.0,-6.102179789185212,-0.8651550358948374,0.05,0.025,1,2-3
0,0,False,0.9999999998571936,1.0,-7.016864495931667,-0.9948372326895262,0.05,0.025,0,1-2
1,1,False,0.9998915154097816,1.0,-3.840141668010247,-0.5444477248141317,0.05,0.025,1,2-3
0,0,False,0.9999825660142512,1.0,-4.336528440235887,-0.614824464041597,0.05,0.025,0,1-2
1,1,False,0.9999999991740322,1.0,-6.6462960561906685,-0.9422987689173165,0.05,0.025,1,2-3
0,0,False,0.9999999974588692,1.0,-6.405316127025454,-0.9081331090269996,0.05,0.025,0,1-2
1,1,False,0.9999999999999412,1.0,-8.607910018975353,-1.2204125343282504,0.05,0.025,1,2-3
0,0,False,0.999999996788998,1.0,-6.354731535587384,-0.9009613252491946,0.05,0.025,0,1-2
1,1,False,0.9999999483955344,1.0,-5.7413377901437554,-0.8139955677345655,0.05,0.025,1,2-3
0,0,False,1.0,1.0,-12.504076119216284,-1.772803292837231,0.05,0.025,0,1-2
1,1,False,0.9999999993269888,1.0,-6.689879034637055,-0.9484778777906756,0.05,0.025,1,2-3
0,0,False,0.9999999999999832,1.0,-8.861214453101253,-1.2563255382661065,0.05,0.025,0,1-2
1,1,False,0.9999999927589518,1.0,-6.177709385477347,-0.8758634733464927,0.05,0.025,1,2-3
0,0,False,0.999998487594097,1.0,-4.9520250777038015,-0.7020883654470333,0.05,0.025,0,1-2
1,1,False,0.9999999994307268,1.0,-6.725433132524373,-0.9535186677864778,0.05,0.025,1,2-3
0,0,False,0.9673769751390726,1.0,-1.8642742426558003,-0.2643131315437789,0.05,0.025,0,1-2
1,1,False,0.999996784565876,1.0,-4.766938538440072,-0.6758471603281418,0.05,0.025,1,2-3
0,0,False,0.999999999999998,1.0,-9.280052839777747,-1.3157076200758628,0.05,0.025,0,1-2
1,1,False,0.9999573606609374,1.0,-4.098340537858207,-0.5810546522119797,0.05,0.025,1,2-3
0,0,False,0.999999999999956,1.0,-8.665858524237978,-1.22862835930925,0.05,0.025,0,1-2
1,1,False,0.9999999999949856,1.0,-7.708987048073449,-1.0929650054082325,0.05,0.025,1,2-3
0,0,False,0.999986516337085,1.0,-4.403509215282108,-0.6243208664488283,0.05,0.025,0,1-2
1,1,False,0.999999994369686,1.0,-6.232688769430836,-0.8836583421542025,0.05,0.025,1,2-3
0,0,False,0.9999859837826668,1.0,-4.3934500909915295,-0.6228947036123761,0.05,0.025,0,1-2
1,1,False,0.9999999970897644,1.0,-6.376012629195375,-0.9039785168004716,0.05,0.025,1,2-3
0,0,False,0.999999999966135,1.0,-7.31635061232171,-1.0372977846114204,0.05,0.025,0,1-2
1,1,False,0.9999999999995272,1.0,-8.188523577644224,-1.1609527504086277,0.05,0.025,1,2-3
0,0,False,0.9999995944440964,1.0,-5.266531162342069,-0.7466784188942617,0.05,0.025,0,1-2
1,1,False,0.99999999844116,1.0,-6.510493213615037,-0.923044909279918,0.05,0.025,1,2-3
0,0,False,0.9999979238830796,1.0,-4.874753239669066,-0.6911329163914217,0.05,0.025,0,1-2
1,1,False,0.999999999994974,1.0,-7.708519445835158,-1.0928987096835523,0.05,0.025,1,2-3
0,0,False,0.9999999999999988,1.0,-9.391584196844166,-1.3315203162860283,0.05,0.025,0,1-2
1,1,False,0.9999992851300182,1.0,-5.132309419939088,-0.7276487245263047,0.05,0.025,1,2-3
0,0,False,0.9999999999990278,1.0,-8.042691226092758,-1.1402769267357915,0.05,0.025,0,1-2
1,1,False,0.999999999999684,1.0,-8.269922714636492,-1.1724933597841762,0.05,0.025,1,2-3
0,0,False,0.9999999987669628,1.0,-6.560739510368373,-0.930168730303392,0.05,0.025,0,1-2
1,1,False,0.9999999999886028,1.0,-7.540814268664016,-1.069121799859887,0.05,0.025,1,2-3
0,0,False,0.9999999999999806,1.0,-8.828965272095088,-1.2517533128786449,0.05,0.025,0,1-2
1,1,False,0.9999989726239734,1.0,-5.045480970264975,-0.7153383578885281,0.05,0.025,1,2-3
0,0,False,0.9999999912431968,1.0,-6.136047583322861,-0.8699567450651845,0.05,0.025,0,1-2
1,1,False,0.9999999978062436,1.0,-6.437019989905396,-0.9126280202842052,0.05,0.025,1,2-3
0,0,False,0.9999614612016928,1.0,-4.125686905943662,-0.5849317664367187,0.05,0.025,0,1-2
1,1,False,0.9999999986329394,1.0,-6.538643907395558,-0.9270360592180622,0.05,0.025,1,2-3
0,0,False,0.999999966200142,1.0,-5.836534050313357,-0.8274923060689637,0.05,0.025,0,1-2
1,1,False,0.99999999637596,1.0,-6.328510791703987,-0.8972437998075755,0.05,0.025,1,2-3
0,0,False,0.9999994323371048,1.0,-5.187119719644238,-0.7354196209021958,0.05,0.025,0,1-2
1,1,False,0.9999999999985806,1.0,-7.9659679668167716,-1.1293992540964957,0.05,0.025,1,2-3
0,0,False,0.9999999998007284,1.0,-6.947001606247138,-0.984932209743487,0.05,0.025,0,1-2
1,1,False,0.9999999999494072,1.0,-7.233161974126601,-1.025503463278692,0.05,0.025,1,2-3
0,0,False,0.9999999306266536,1.0,-5.674349436155239,-0.8044980907998177,0.05,0.025,0,1-2
1,1,False,0.9999999994183708,1.0,-6.720876216955029,-0.9528725972691928,0.05,0.025,1,2-3
0,0,False,0.9999999988791788,1.0,-6.581149249334856,-0.9330623829092108,0.05,0.025,0,1-2
1,1,False,0.9999999999945516,1.0,-7.692015889292576,-1.0905588679308895,0.05,0.025,1,2-3
0,0,False,0.9999999999998672,1.0,-8.444484060822706,-1.1972423237516492,0.05,0.025,0,1-2
1,1,False,0.9999990122293348,1.0,-5.05493074131646,-0.7166781278225007,0.05,0.025,1,2-3
0,0,False,0.99999999999968,1.0,-8.267383124102935,-1.172133301638543,0.05,0.025,0,1-2
1,1,False,0.999999999993512,1.0,-7.656306373150008,-1.085496043040862,0.05,0.025,1,2-3
0,0,False,0.9999999674556378,1.0,-5.845016301215462,-0.8286949029011129,0.05,0.025,0,1-2
1,1,False,0.9999999999572264,1.0,-7.267984964312815,-1.0304405982641136,0.05,0.025,1,2-3
0,0,False,0.999999965400191,1.0,-5.831289608389415,-0.8267487594187982,0.05,0.025,0,1-2
1,1,False,0.999999999539927,1.0,-6.770576495996761,-0.9599190049765728,0.05,0.025,1,2-3
0,0,False,0.999999999993199,1.0,-7.646663695326367,-1.0841289231645483,0.05,0.025,0,1-2
1,1,False,0.9999999998749892,1.0,-7.044713452451521,-0.9987856029129452,0.05,0.025,1,2-3
0,0,False,0.99999999981525,1.0,-6.962886298687824,-0.9871843101622678,0.05,0.025,0,1-2
1,1,False,0.9999999731027666,1.0,-5.887642011035393,-0.8347382921133848,0.05,0.025,1,2-3
0,0,False,0.9999999997449192,1.0,-6.895088055407358,-0.977572008718303,0.05,0.025,0,1-2
1,1,False,0.9999999999999706,1.0,-8.746528217646949,-1.2400655496097643,0.05,0.025,1,2-3
0,0,False,0.9999999872557788,1.0,-6.05345638449887,-0.8582471275101913,0.05,0.025,0,1-2
1,1,False,0.999999999999998,1.0,-9.30239107363411,-1.3188746908901448,0.05,0.025,1,2-3
0,0,False,0.9999999999999952,1.0,-9.108625045676558,-1.2914029249533368,0.05,0.025,0,1-2
1,1,False,0.9999999853867548,1.0,-6.023220822300393,-0.8539603890326585,0.05,0.025,1,2-3
0,0,False,0.999999999999995,1.0,-9.098258306529925,-1.2899331490882573,0.05,0.025,0,1-2
1,1,False,0.999999975154089,1.0,-5.905345888257272,-0.8372483129686402,0.05,0.025,1,2-3
0,0,False,0.9999999999999548,1.0,-8.660093507758617,-1.2278110066235792,0.05,0.025,0,1-2
1,1,False,0.9999999955937842,1.0,-6.28607637785155,-0.8912275321609311,0.05,0.025,1,2-3
0,0,False,0.999999971762682,1.0,-5.876780068087762,-0.8331983072284098,0.05,0.025,0,1-2
1,1,False,0.9999999999168409,1.0,-7.129811272020125,-1.01085060422181,0.05,0.025,1,2-3
0,0,False,0.999999999542851,1.0,-6.771926359616967,-0.9601103859828914,0.05,0.025,0,1-2
1,1,False,0.9999999939114024,1.0,-6.215609694124066,-0.8812369044842954,0.05,0.025,1,2-3
0,0,False,0.9999999769685926,1.0,-5.922248325940268,-0.8396447073040315,0.05,0.025,0,1-2
1,1,False,0.9999987278267756,1.0,-4.993944248956126,-0.7080315830122976,0.05,0.025,1,2-3
0,0,False,0.9943200848492042,1.0,-2.579634869247872,-0.3657355527044728,0.05,0.025,0,1-2
1,1,False,0.9999989619654448,1.0,-5.0429985097525565,-0.7149863995248078,0.05,0.025,1,2-3
0,0,False,0.9999999999882644,1.0,-7.5348069497979,-1.0682700940188927,0.05,0.025,0,1-2
1,1,False,0.9999999999176278,1.0,-7.131792582786616,-1.0111315105612693,0.05,0.025,1,2-3
0,0,False,0.9999999999999064,1.0,-8.514501979672655,-1.2071693264275236,0.05,0.025,0,1-2
1,1,False,0.9999999944432876,1.0,-6.235558904520665,-0.8840652642562135,0.05,0.025,1,2-3
0,0,False,1.0,1.0,-11.54657099899259,-1.6370501021290909,0.05,0.025,0,1-2
1,1,False,0.9999999999862758,1.0,-7.502637123742056,-1.0637091194200452,0.05,0.025,1,2-3
0,0,False,0.9999999987338748,1.0,-6.55507141746081,-0.9293651192508974,0.05,0.025,0,1-2
1,1,False,0.9999999999999764,1.0,-8.791230180630498,-1.2464033059076274,0.05,0.025,1,2-3
0,0,False,0.9996713617638586,1.0,-3.5184506674539957,-0.4988390081344726,0.05,0.025,0,1-2
1,1,False,0.9999999918065662,1.0,-6.150636599331968,-0.8720251470305606,0.05,0.025,1,2-3
0,0,False,0.999999999996846,1.0,-7.803584230061328,-1.1063768076175544,0.05,0.025,0,1-2
1,1,False,0.9999999987325584,1.0,-6.554848961110393,-0.9293335798275308,0.05,0.025,1,2-3
0,0,False,0.9999999999999066,1.0,-8.514975474040964,-1.2072364575267969,0.05,0.025,0,1-2
1,1,False,0.9999999999999494,1.0,-8.637670822122564,-1.2246319624022504,0.05,0.025,1,2-3
0,0,False,0.9999999999991,1.0,-8.058298091375221,-1.1424896373670952,0.05,0.025,0,1-2
1,1,False,0.999999999959976,1.0,-7.281754062461244,-1.0323927538895437,0.05,0.025,1,2-3
0,0,False,0.9999999997108504,1.0,-6.868683372021888,-0.9738284046962394,0.05,0.025,0,1-2
1,1,False,0.9999998884893952,1.0,-5.56613659831742,-0.7891558877120319,0.05,0.025,1,2-3
0,0,False,0.999999999961948,1.0,-7.292219663472448,-1.033876546195132,0.05,0.025,0,1-2
1,1,False,0.9999996725363408,1.0,-5.316728390935039,-0.7537952831305694,0.05,0.025,1,2-3
0,0,False,1.0,1.0,-9.858500941737155,-1.3977188530619715,0.05,0.025,0,1-2
1,1,False,0.9999999999998912,1.0,-8.484576335006796,-1.2029265274475671,0.05,0.025,1,2-3
0,0,False,0.9999999999998612,1.0,-8.435310088969711,-1.1959416560850158,0.05,0.025,0,1-2
1,1,False,0.9999996835414996,1.0,-5.324729610305551,-0.7549296802592751,0.05,0.025,1,2-3
0,0,False,0.9999999985830286,1.0,-6.530958838672167,-0.9259464853056346,0.05,0.025,0,1-2
1,1,False,0.999999932717407,1.0,-5.6812938790848335,-0.8054826602454231,0.05,0.025,1,2-3
0,0,False,0.999999999996142,1.0,-7.762501575285908,-1.1005521897113637,0.05,0.025,0,1-2
1,1,False,0.9999995924514408,1.0,-5.265378032804594,-0.7465149304588417,0.05,0.025,1,2-3
0,0,False,0.999999999882913,1.0,-7.0584033355653215,-1.0007265275867323,0.05,0.025,0,1-2
1,1,False,0.9999999999996724,1.0,-8.26249151341377,-1.1714397787061526,0.05,0.025,1,2-3
0,0,False,0.9999999973631256,1.0,-6.3973299674765824,-0.9070008470501548,0.05,0.025,0,1-2
1,1,False,0.9999999992433386,1.0,-6.664958896257234,-0.944944749636584,0.05,0.025,1,2-3
0,0,False,0.9999999943078812,1.0,-6.230307093036972,-0.8833206727643764,0.05,0.025,0,1-2
1,1,False,0.9999999995308664,1.0,-6.766446826165025,-0.9593335085187592,0.05,0.025,1,2-3
0,0,False,0.9999999999999004,1.0,-8.50232471101145,-1.2054428572526303,0.05,0.025,0,1-2
1,1,False,0.9999996893394342,1.0,-5.32905512348549,-0.7555429430013998,0.05,0.025,1,2-3
0,0,False,0.99999999975281,1.0,-6.901701434570011,-0.9785096405948648,0.05,0.025,0,1-2
1,1,False,0.9999999987110204,1.0,-6.551241231338645,-0.9288220830037716,0.05,0.025,1,2-3
0,0,False,0.9999961646645388,1.0,-4.72310807223122,-0.6696329631271003,0.05,0.025,0,1-2
1,1,False,0.9999999951649592,1.0,-6.265871551241547,-0.8883629316255609,0.05,0.025,1,2-3
